3.000000000000000000e+00,-3.576453143447918137e+01,-6.735598676767845738e+00,3.926895235922028160e+00,-2.495053905764167634e+00,-2.190717550403829872e+00,-3.325638167892868591e+00,-2.902893275771133474e+01,1.000000000000000000e+00
7.730000000000000000e+02,-3.576453143447918137e+01,-6.735598676767845738e+00,3.926895235922028160e+00,-2.495053905764167634e+00,-2.190717550403829872e+00,-3.325638167892868591e+00,-2.902893275771133474e+01,1.000000000000000000e+00
6.000000000000000000e+00,-6.279443567693299144e+01,-3.544221525001643158e+01,3.930151968305097387e+00,-2.495012796938949062e+00,-1.186833516815696710e+00,-3.325874516696688765e+00,-2.735222042691655986e+01,1.000000000000000000e+00
7.740000000000000000e+02,-4.143114395953259788e+01,-1.613482831725584887e+01,3.927456702260711641e+00,-2.495045056306784748e+00,-1.772740211167368241e+00,-3.325856419653915097e+00,-2.529631564227674900e+01,1.000000000000000000e+00
4.000000000000000000e+00,-4.143114395953259788e+01,-1.613482831725584887e+01,3.927456702260711641e+00,-2.495045056306784748e+00,-1.772740211167368241e+00,-3.325856419653915097e+00,-2.529631564227674900e+01,1.000000000000000000e+00
7.000000000000000000e+00,-6.472695339939713222e+01,-5.221019230966984992e+01,3.931495196684151150e+00,-2.494983414230021790e+00,-1.018905597149826869e+00,-3.325803493794375232e+00,-1.251676108972728230e+01,1.000000000000000000e+00
8.000000000000000000e+00,-3.916461397716589232e+01,-2.920082484111740229e+01,3.926014820052798449e+00,-2.494937416034678446e+00,-9.343283817358991605e-01,-3.325746685036786054e+00,-9.963789136048490036e+00,1.000000000000000000e+00
1.000000000000000000e+00,-8.319773834215769881e+00,-1.434365368151926390e+00,3.926529780485234600e+00,-2.246500263020623667e+00,-1.761738679827580700e+00,-3.325052723214713790e+00,-6.885408466063843491e+00,1.000000000000000000e+00
7.710000000000000000e+02,-8.319773834215769881e+00,-1.434365368151926390e+00,3.926529780485234600e+00,-2.246500263020623667e+00,-1.761738679827580700e+00,-3.325052723214713790e+00,-6.885408466063843491e+00,1.000000000000000000e+00
2.000000000000000000e+00,-7.243150124147098801e+00,-4.726757266434232996e+00,3.926634650231468182e+00,-2.246498159801766814e+00,-2.177274076264272828e+00,-3.325291362579194221e+00,-2.516392857712865805e+00,1.000000000000000000e+00
7.720000000000000000e+02,-7.243150124147098801e+00,-4.726757266434232996e+00,3.926634650231468182e+00,-2.246498159801766814e+00,-2.177274076264272828e+00,-3.325291362579194221e+00,-2.516392857712865805e+00,1.000000000000000000e+00
5.000000000000000000e+00,-3.172875795789744657e+01,-2.973021742635595999e+01,3.928513648673337411e+00,-2.495031882854666261e+00,-1.438112017749427540e+00,-3.325917918333443968e+00,-1.998540531541486587e+00,1.000000000000000000e+00
7.700000000000000000e+02,-2.798171913592753413e+00,-9.767235458810337168e-01,3.926485841852039194e+00,-2.246501221024356010e+00,-1.429553300021479956e+00,-3.324885047341991307e+00,-1.821448367711719696e+00,1.000000000000000000e+00
0.000000000000000000e+00,-2.798171913592753413e+00,-9.767235458810337168e-01,3.926485841852039194e+00,-2.246501221024356010e+00,-1.429553300021479956e+00,-3.324885047341991307e+00,-1.821448367711719696e+00,1.000000000000000000e+00
7.340000000000000000e+02,-1.327983421209930848e+00,-9.509834939235647377e-01,3.926416764287078198e+00,-9.073689795062975794e-01,-2.177222310303450925e+00,-1.941377590852823687e+00,-3.769999272863661099e-01,1.000000000000000000e+00
7.390000000000000000e+02,-1.177187991921467392e+00,-9.866364361274645445e-01,3.926418589726648811e+00,-9.234230953513810070e-01,-1.018919349314609146e+00,-1.940686698825520917e+00,-1.905515557940028470e-01,1.000000000000000000e+00
5.410000000000000000e+02,-1.090181463355779812e+00,-9.485574334766427862e-01,3.926446744567485325e+00,-1.627630165530539408e+00,-1.761575535120091907e+00,-9.073543172410440949e-01,-1.416240298791370256e-01,1.000000000000000000e+00
1.300000000000000000e+02,-1.066544285870552278e+00,-9.475612636207704220e-01,3.926415663110113918e+00,-9.386714592780854849e-01,-1.015236223432870011e+00,-1.367339486205387589e+00,-1.189830222497818557e-01,0.000000000000000000e+00
1.150000000000000000e+02,-1.066180153292494381e+00,-9.482147368575335467e-01,3.926415632487481489e+00,-9.860282181789733480e-01,-1.018897632374279993e+00,-1.367336514258195690e+00,-1.179654164349608347e-01,0.000000000000000000e+00
1.260000000000000000e+02,-1.065536396291894672e+00,-9.479151163600147978e-01,3.926415666989895747e+00,-9.386714594426970315e-01,-1.186821852226940255e+00,-1.367363060328069091e+00,-1.176212799318798741e-01,0.000000000000000000e+00
1.210000000000000000e+02,-1.068450472475929613e+00,-9.516290133257461203e-01,3.926415643920755372e+00,-9.860282183045488980e-01,-1.761741603539483059e+00,-1.367340251595440925e+00,-1.168214591501834931e-01,0.000000000000000000e+00
1.290000000000000000e+02,-1.066539043812280152e+00,-9.508932250183131929e-01,3.926415658440111311e+00,-9.386714592789855427e-01,-9.331048283740767113e-01,-1.367342273457448742e+00,-1.156458187939669591e-01,0.000000000000000000e+00
2.250000000000000000e+02,-1.063864156324062948e+00,-9.484353356611618935e-01,3.926427992805468392e+00,-1.320749723482463445e+00,-9.331044455743759958e-01,-1.367788353905132981e+00,-1.154288206629010549e-01,0.000000000000000000e+00
1.470000000000000000e+02,-1.062879576608236398e+00,-9.474741658748320194e-01,3.926415671198177471e+00,-9.073690019138243024e-01,-2.190705761365298265e+00,-1.367411456190428920e+00,-1.154054107334043788e-01,0.000000000000000000e+00
3.750000000000000000e+02,-1.062884441354000842e+00,-9.475282944820512254e-01,3.926415666490678635e+00,-1.144152799432066381e+00,-2.190705889933344253e+00,-9.090086485430023400e-01,-1.153561468719496164e-01,0.000000000000000000e+00
2.380000000000000000e+02,-1.062953163197076112e+00,-9.476472189679652214e-01,3.926419190235652223e+00,-1.463626305987044685e+00,-1.015235238472806056e+00,-1.367798589360088135e+00,-1.153059442291108905e-01,0.000000000000000000e+00
7.520000000000000000e+02,-1.063596579940092823e+00,-9.489033318403148343e-01,3.926430115149517786e+00,-9.606134371476207079e-01,-9.343390147629055953e-01,-1.938486588246202791e+00,-1.146932480997779891e-01,0.000000000000000000e+00
