7.000000000000000000e+00,-6.488618929427917692e+01,-5.113197991617661131e+01,-5.430420298905263010e-01,-2.495559110370089151e+00,-1.018744419453326167e+00,-3.323676195160734093e+00,1.000000000000000000e+00
6.000000000000000000e+00,-6.268284739031943786e+01,-3.466771796173546960e+01,-1.821139515592014035e-01,-2.495475691339271052e+00,-1.186329902224932065e+00,-3.325608762396312645e+00,1.000000000000000000e+00
7.740000000000000000e+02,-4.114719672760335811e+01,-1.577009051055919642e+01,2.485576879662634298e+00,-2.495764917314302611e+00,-1.771243181163704605e+00,-3.326353841940185241e+00,1.000000000000000000e+00
4.000000000000000000e+00,-4.114719672760335811e+01,-1.577009051055919642e+01,2.485576879662634298e+00,-2.495764917314302611e+00,-1.771243181163704605e+00,-3.326353841940185241e+00,1.000000000000000000e+00
8.000000000000000000e+00,-3.959323317858673619e+01,-2.867103671536479226e+01,-2.040533183084649593e-01,-2.495708797404018409e+00,-9.345112424570324317e-01,-3.321624733038208710e+00,1.000000000000000000e+00
3.000000000000000000e+00,-3.549326366705321334e+01,-6.589000302995435376e+00,4.126458735436536074e+00,-2.496205357576842587e+00,-2.188269341782755451e+00,-3.323333148919835445e+00,1.000000000000000000e+00
7.730000000000000000e+02,-3.549326366705321334e+01,-6.589000302995435376e+00,4.126458735436536074e+00,-2.496205357576842587e+00,-2.188269341782755451e+00,-3.323333148919835445e+00,1.000000000000000000e+00
5.000000000000000000e+00,-3.151559573692965088e+01,-2.906753462500608975e+01,8.862852408000412296e-01,-2.495519842994859516e+00,-1.437210061576511100e+00,-3.326849788757950233e+00,1.000000000000000000e+00
1.000000000000000000e+00,-8.196906566927470550e+00,-1.424771147562962526e+00,5.668068746116873058e+00,-2.248033105905251183e+00,-1.763688124618421504e+00,-3.315071061306187339e+00,1.000000000000000000e+00
7.710000000000000000e+02,-8.196906566927470550e+00,-1.424771147562962526e+00,5.668068746116873058e+00,-2.248033105905251183e+00,-1.763688124618421504e+00,-3.315071061306187339e+00,1.000000000000000000e+00
2.000000000000000000e+00,-7.117045850513628480e+00,-4.632148618454930755e+00,5.165277421988722750e+00,-2.247732978459921149e+00,-2.179060860456252247e+00,-3.318887405967700932e+00,1.000000000000000000e+00
7.720000000000000000e+02,-7.117045850513628480e+00,-4.632148618454930755e+00,5.165277421988722750e+00,-2.247732978459921149e+00,-2.179060860456252247e+00,-3.318887405967700932e+00,1.000000000000000000e+00
1.100000000000000000e+01,-3.239778095680910130e+00,-4.755497168164426469e+00,7.335852348334332973e-01,-2.496029755620330803e+00,-1.181892635768247324e+00,-3.317321577930552934e+00,1.000000000000000000e+00
9.000000000000000000e+00,-3.151590205314601434e+00,-7.701760580412270940e+01,3.236706065504781904e-01,-2.495872867529497441e+00,-9.336399645131544522e-01,-3.319601320863660554e+00,0.000000000000000000e+00
7.700000000000000000e+02,-2.738006861132375125e+00,-9.836957256100058444e-01,5.888000188723543360e+00,-2.248246111653343426e+00,-1.431425420025683737e+00,-3.311815684782732472e+00,1.000000000000000000e+00
0.000000000000000000e+00,-2.738006861132375125e+00,-9.836957256100058444e-01,5.888000188723543360e+00,-2.248246111653343426e+00,-1.431425420025683737e+00,-3.311815684782732472e+00,1.000000000000000000e+00
1.200000000000000000e+01,-1.816661025375230443e+00,-1.441711592610601578e+01,-1.898771514316779374e-01,-2.495880963382266060e+00,-1.430874087264095040e+00,-3.318238839042638499e+00,0.000000000000000000e+00
1.000000000000000000e+01,-1.587964611815742444e+00,-1.519932023371474550e+01,4.278311808426691343e-01,-2.495970064110437203e+00,-1.016113374976714612e+00,-3.318035609440621592e+00,0.000000000000000000e+00
7.340000000000000000e+02,-1.325340022586462885e+00,-9.602921949301015392e-01,5.962620741636013300e+00,-9.066575965663006276e-01,-2.175780045625753889e+00,-1.928206424550276799e+00,1.000000000000000000e+00
1.300000000000000000e+01,-1.210080137569579994e+00,-5.178604902733622950e+00,-3.381304661131202316e+00,-2.495297759450322506e+00,-1.762776856401337300e+00,-3.322635505779473863e+00,0.000000000000000000e+00
7.390000000000000000e+02,-1.172653671263341524e+00,-9.943083170071752575e-01,6.022425494471717933e+00,-9.227109704004383683e-01,-1.019852407226271573e+00,-1.920891145326528049e+00,1.000000000000000000e+00
1.400000000000000000e+01,-1.111025898501195375e+00,-5.756300847668081033e+00,-7.154725157092072685e+00,-2.494653085515432522e+00,-2.177701267727921941e+00,-3.327469530920920793e+00,0.000000000000000000e+00
7.380000000000000000e+02,-1.104786446362477470e+00,-1.005021453760098993e+00,6.018023067662356951e+00,-9.227086434481190924e-01,-1.188246119058330219e+00,-1.918042310632864345e+00,1.000000000000000000e+00
5.410000000000000000e+02,-1.085514952096904739e+00,-9.579854733192725291e-01,5.788285064604455243e+00,-1.626174754018308466e+00,-1.754393880451993182e+00,-8.964382404771963353e-01,1.000000000000000000e+00
